,Actual,Predicted
0,0.368794322,0.37578885045964616
1,0.0,0.006926954792661755
2,0.0,0.006926954792661755
3,0.0286,0.006926954792661755
4,0.37197452799999997,0.3625774645116883
5,0.395390064,0.4138376419897649
6,0.0,0.006926954792661755
7,0.406565666,0.422292928996458
8,0.32902297399999997,0.331927049112426
9,0.39646464600000003,0.4302197605652327
10,0.486825585,0.4302197605652327
11,0.323149234,0.37526039502172787
12,0.0,0.006926954792661755
13,0.335113496,0.4064392658589085
14,0.35604113299999995,0.3715612069562997
15,0.42031523600000004,0.38054494940091105
16,0.534802794,0.45505716614739355
17,0.490783423,0.4355043149444159
18,0.427648574,0.4085530876105818
19,0.0,0.006926954792661755
20,0.326873392,0.390585602721359
21,0.34214618799999996,0.2928213467064706
22,0.361508459,0.3731465732700546
23,0.457861632,0.4349758595064976
24,0.0,0.006926954792661755
25,0.0,0.006926954792661755
26,0.49512195600000003,0.442374235637354
27,0.0,0.006926954792661755
28,0.0,0.006926954792661755
29,0.0,0.006926954792661755
30,0.0,0.006926954792661755
31,0.0,0.006926954792661755
32,0.0,0.006926954792661755
33,0.490470141,0.4529433443957203
34,0.325665861,0.3736750287079729
35,0.389851481,0.4133091865518466
36,0.40206185,0.321886395791978
37,0.0326,0.006926954792661755
38,0.357052088,0.40802463217266344
39,0.0,0.006926954792661755
40,0.473225415,0.46034172052657674
41,0.34662997700000003,0.400626256041807
42,0.340632617,0.3863579592180125
43,0.0,0.006926954792661755
44,0.353155345,0.43180512687898764
45,0.351092905,0.44818724545445543
46,0.310030401,0.3689189297667081
47,0.39098838,0.3958701571005422
48,0.0326,0.006926954792661755
49,0.34980493799999995,0.382130315714666
50,0.0,0.006926954792661755
51,0.36131933299999996,0.3472522568120571
52,0.351092905,0.44448805738902725
53,0.479468584,0.4376181366960891
54,0.35071706799999997,0.4064392658589085
55,0.475124389,0.42599211706188617
56,0.0,0.006926954792661755
57,0.507334948,0.44448805738902725
58,0.41850829100000003,0.42070756268270304
59,0.0,0.006926954792661755
60,0.380195588,0.3853010483421759
61,0.425584257,0.4492441563302921
62,0.0,0.006926954792661755
63,0.5300230979999999,0.4217644735585397
64,0.497518599,0.4619270868403317
65,0.37350994299999996,0.4244067507481312
66,0.472887754,0.4191221963689481
67,0.430825233,0.4349758595064976
68,0.425584257,0.46879700753326975
69,0.0,0.006926954792661755
70,0.5300230979999999,0.4355043149444159
71,0.504999995,0.46562627490575986
72,0.408668727,0.4027400777934803
73,0.495337993,0.42546366162396787
74,0.371077776,0.392170969035114
75,0.348557681,0.392170969035114
76,0.0,0.006926954792661755
77,0.0,0.006926954792661755
78,0.479468584,0.4503010672061287
79,0.511656463,0.4534717998336386
80,0.356852114,0.3594067318841784
81,0.407360405,0.42863439425147776
82,0.35071706799999997,0.36204900907376997
83,0.41850829100000003,0.4111953648001733
84,0.0,0.006926954792661755
85,0.0,0.006926954792661755
86,0.427648574,0.4228213844343763
87,0.510948896,0.40432544410723525
88,0.334137529,0.3847725929042576
89,0.389851481,0.42123601812062134
90,0.0,0.006926954792661755
91,0.575262547,0.4698539184091064
92,0.0,0.006926954792661755
93,0.41850829100000003,0.42810593881355946
94,0.0,0.006926954792661755
95,0.32819905899999996,0.3609920981979333
96,0.0,0.006926954792661755
97,0.41251596799999996,0.4429026910752723
98,0.34857142,0.3551790883808319
99,0.347066164,0.36204900907376997
100,0.35071706799999997,0.40802463217266344
101,0.523002446,0.42810593881355946
102,0.605140209,0.43127667144106935
103,0.0,0.006926954792661755
104,0.0,0.006926954792661755
105,0.0,0.006926954792661755
106,0.0,0.006926954792661755
107,0.35427135200000004,0.34091079155703735
108,0.0,0.006926954792661755
109,0.523002446,0.4191221963689481
110,0.473225415,0.41806528549311145
111,0.0,0.006926954792661755
112,0.0,0.006926954792661755
113,0.39646464600000003,0.43656122582025253
114,0.479468584,0.4159514637414382
115,0.36602211,0.4027400777934803
116,0.0326,0.006926954792661755
117,0.46200981700000004,0.45135797808196537
118,0.0,0.006926954792661755
119,0.34239801799999997,0.37473193958380957
120,0.0,0.006926954792661755
121,0.407360405,0.4217644735585397
122,0.45655608200000003,0.3953417016626239
123,0.0,0.006926954792661755
124,0.0,0.006926954792661755
125,0.37350994299999996,0.3794880385250744
126,0.396887153,0.7488783896299771
127,0.0,0.006926954792661755
128,0.0,0.006926954792661755
129,0.310924381,0.40696772129682685
130,0.0,0.006926954792661755
131,0.506738544,0.4529433443957203
132,0.0326,0.006926954792661755
133,0.317948729,0.4000978006038887
134,0.5615292789999999,0.46298399771616827
135,0.326979458,0.38371568202842093
136,0.355909705,0.3963986125384605
137,0.5300230979999999,0.42546366162396787
138,0.286144584,0.5908702136924007
139,0.0,0.006926954792661755
140,0.0,0.006926954792661755
141,0.0,0.006926954792661755
142,0.5752426979999999,0.4265205724998045
143,0.374064833,0.3736750287079729
144,0.490470141,0.4228213844343763
145,0.0,0.006926954792661755
146,0.50746268,0.31448801966112155
147,0.377693295,0.30444736634067354
148,0.34239801799999997,0.42810593881355946
149,0.0,0.006926954792661755
150,0.5615292789999999,0.46456936402992327
151,0.35071706799999997,0.40802463217266344
152,0.44936707600000003,0.43920350300984407
153,0.37350994299999996,0.4090815430485001
154,0.575262547,0.440788869323599
155,0.39240506299999994,0.2996912673994087
156,0.395390064,0.3789595830871561
157,0.47482013700000003,0.42863439425147776
158,0.357440889,0.4164799191793565
159,0.0,0.006926954792661755
160,0.0,0.006926954792661755
161,0.34793815,0.34038233611911906
162,0.37516689299999995,0.41753683005519315
163,0.5615292789999999,0.4265205724998045
164,0.0,0.006926954792661755
165,0.5300230979999999,0.4540002552715569
166,0.387533873,0.4296913051273144
167,0.357440889,0.4302197605652327
168,0.0,0.006926954792661755
169,0.0,0.006926954792661755
170,0.356147021,0.432333582316906
171,0.573598146,0.4460734237027822
172,0.490470141,0.4402604138856807
173,0.0,0.006926954792661755
174,0.342500001,0.37790267221131946
175,0.374064833,0.4164799191793565
176,0.41796875,0.2822522379481043
177,0.0,0.006926954792661755
178,0.466666669,0.4402604138856807
179,0.0,0.006926954792661755
180,0.490783423,0.42123601812062134
181,0.32262212,0.40749617673474514
182,0.0,0.006926954792661755
183,0.0,0.006926954792661755
184,0.332552701,0.36997584064254474
185,0.490470141,0.43391894863066094
186,0.0,0.006926954792661755
187,0.526251554,0.44713033457861884
188,0.333333343,0.5882279365028091
189,0.44936707600000003,0.4381465921340075
190,0.37350994299999996,0.39164251359719565
191,0.346049041,0.41489455286560156
192,0.430825233,0.41806528549311145
193,0.38345864399999996,0.4228213844343763
194,0.0,0.006926954792661755
195,0.339901477,0.3874148700938491
196,0.510948896,0.41542300830351986
197,0.355810612,0.36839047432878974
198,0.343522549,0.35465063294291355
199,0.42019099,0.39692706797637883
200,0.0326,0.006926954792661755
201,0.361001313,0.43867504757192577
202,0.0,0.006926954792661755
203,0.0,0.006926954792661755
204,0.356147021,0.37790267221131946
205,0.0,0.006926954792661755
206,0.0326,0.006926954792661755
207,0.313157886,0.42123601812062134
208,0.35239362700000004,0.3768457613354828
209,0.41796875,0.3266424947332428
210,0.335388422,0.37790267221131946
211,0.507334948,0.4370896812581708
212,0.490470141,0.41436609742768327
213,0.510948896,0.45135797808196537
214,0.472955972,0.42123601812062134
215,0.38804072100000003,0.41753683005519315
216,0.0,0.006926954792661755
217,0.0,0.006926954792661755
218,0.0,0.006926954792661755
219,0.0,0.006926954792661755
220,0.0,0.006926954792661755
221,0.0,0.006926954792661755
222,0.38010898200000004,0.38900023640760406
223,0.575262547,0.4376181366960891
224,0.0,0.006926954792661755
225,0.348780483,0.38847178096968576
226,0.41850829100000003,0.41806528549311145
227,0.0,0.006926954792661755
228,0.34944239299999996,0.4059108104209902
229,0.0,0.006926954792661755
230,0.0,0.006926954792661755
231,0.49512195600000003,0.4228213844343763
232,0.466898948,0.442374235637354
233,0.382133991,0.3742034841458912
234,0.46200981700000004,0.42123601812062134
235,0.518613577,0.46087017596449503
236,0.0,0.006926954792661755
237,0.0,0.006926954792661755
238,0.0,0.006926954792661755
239,0.553637505,0.450829522644047
